keyword,date,all,pc,wise
宜宾旅游,2022-02-08,128,59,69
宜宾旅游,2022-02-09,142,63,79
宜宾旅游,2022-02-10,84,0,84
宜宾旅游,2022-02-11,83,0,83
宜宾旅游,2022-02-12,158,59,99
宜宾旅游,2022-02-13,86,0,86
宜宾旅游,2022-02-14,135,61,74
宜宾旅游,2022-02-15,134,61,73
宜宾旅游,2022-02-16,133,63,70
宜宾旅游,2022-02-17,133,59,74
宜宾旅游,2022-02-18,132,63,69
宜宾旅游,2022-02-19,141,61,80
宜宾旅游,2022-02-20,135,64,71
宜宾旅游,2022-02-21,145,61,84
宜宾旅游,2022-02-22,131,61,70
宜宾旅游,2022-02-23,130,59,71
宜宾旅游,2022-02-24,131,64,67
宜宾旅游,2022-02-25,137,63,74
宜宾旅游,2022-02-26,126,59,67
宜宾旅游,2022-02-27,140,66,74
宜宾旅游,2022-02-28,143,64,79
宜宾旅游,2022-03-01,142,63,79
宜宾旅游,2022-03-02,147,61,86
宜宾旅游,2022-03-03,61,61,0
宜宾旅游,2022-03-04,130,64,66
宜宾旅游,2022-03-05,74,0,74
宜宾旅游,2022-03-06,131,61,70
宜宾旅游,2022-03-07,67,0,67
宜宾旅游,2022-03-08,132,61,71
宜宾旅游,2022-03-09,132,59,73
宜宾旅游,2022-03-10,142,64,78
宜宾旅游,2022-03-11,141,61,80
宜宾旅游,2022-03-12,61,0,61
宜宾旅游,2022-03-13,140,61,79
宜宾旅游,2022-03-14,132,59,73
宜宾旅游,2022-03-15,139,66,73
宜宾旅游,2022-03-16,129,59,70
宜宾旅游,2022-03-17,129,63,66
宜宾旅游,2022-03-18,71,0,71
宜宾旅游,2022-03-19,63,0,63
宜宾旅游,2022-03-20,128,61,67
宜宾旅游,2022-03-21,128,59,69
宜宾旅游,2022-03-22,134,64,70
宜宾旅游,2022-03-23,129,63,66
宜宾旅游,2022-03-24,142,64,78
宜宾旅游,2022-03-25,138,64,74
宜宾旅游,2022-03-26,82,0,82
宜宾旅游,2022-03-27,138,59,79
宜宾旅游,2022-03-28,155,66,89
宜宾旅游,2022-03-29,161,64,97
宜宾旅游,2022-03-30,154,70,84
宜宾旅游,2022-03-31,154,68,86
宜宾旅游,2022-04-01,148,66,82
宜宾旅游,2022-04-02,159,70,89
宜宾旅游,2022-04-03,146,59,87
宜宾旅游,2022-04-04,76,0,76
宜宾旅游,2022-04-05,67,0,67
宜宾旅游,2022-04-06,126,59,67
宜宾旅游,2022-04-07,124,61,63
宜宾旅游,2022-04-08,135,61,74
宜宾旅游,2022-04-09,65,0,65
宜宾旅游,2022-04-10,128,59,69
宜宾旅游,2022-04-11,134,61,73
宜宾旅游,2022-04-12,126,63,63
宜宾旅游,2022-04-13,128,61,67
宜宾旅游,2022-04-14,61,0,61
宜宾旅游,2022-04-15,132,61,71
宜宾旅游,2022-04-16,134,63,71
宜宾旅游,2022-04-17,133,59,74
宜宾旅游,2022-04-18,132,63,69
宜宾旅游,2022-04-19,145,66,79
宜宾旅游,2022-04-20,145,72,73
宜宾旅游,2022-04-21,157,66,91
宜宾旅游,2022-04-22,145,63,82
宜宾旅游,2022-04-23,135,59,76
宜宾旅游,2022-04-24,139,63,76
宜宾旅游,2022-04-25,137,66,71
宜宾旅游,2022-04-26,154,61,93
宜宾旅游,2022-04-27,149,63,86
宜宾旅游,2022-04-28,159,63,96
宜宾旅游,2022-04-29,176,80,96
宜宾旅游,2022-04-30,92,0,92
宜宾旅游,2022-05-01,148,61,87
宜宾旅游,2022-05-02,100,0,100
宜宾旅游,2022-05-03,127,61,66
宜宾旅游,2022-05-04,76,0,76
宜宾旅游,2022-05-05,127,61,66
宜宾旅游,2022-05-06,128,59,69
宜宾旅游,2022-05-07,70,0,70
宜宾旅游,2022-05-08,71,0,71
宜宾旅游,2022-05-09,120,59,61
宜宾旅游,2022-05-10,128,63,65
宜宾旅游,2022-05-11,69,0,69
宜宾旅游,2022-05-12,124,59,65
宜宾旅游,2022-05-13,126,61,65
宜宾旅游,2022-05-14,74,0,74
宜宾旅游,2022-05-15,125,59,66
宜宾旅游,2022-05-16,132,63,69
宜宾旅游,2022-05-17,140,64,76
宜宾旅游,2022-05-18,124,59,65
宜宾旅游,2022-05-19,144,64,80
宜宾旅游,2022-05-20,131,61,70
宜宾旅游,2022-05-21,61,0,61
宜宾旅游,2022-05-22,71,0,71
宜宾旅游,2022-05-23,133,64,69
宜宾旅游,2022-05-24,137,64,73
宜宾旅游,2022-05-25,74,0,74
宜宾旅游,2022-05-26,129,59,70
宜宾旅游,2022-05-27,130,63,67
宜宾旅游,2022-05-28,137,63,74
宜宾旅游,2022-05-29,134,63,71
宜宾旅游,2022-05-30,150,66,84
宜宾旅游,2022-05-31,140,61,79
宜宾旅游,2022-06-01,79,0,79
宜宾旅游,2022-06-02,159,70,89
宜宾旅游,2022-06-03,97,0,97
宜宾旅游,2022-06-04,143,63,80
宜宾旅游,2022-06-05,76,0,76
宜宾旅游,2022-06-06,128,59,69
宜宾旅游,2022-06-07,76,0,76
宜宾旅游,2022-06-08,133,63,70
宜宾旅游,2022-06-09,145,61,84
宜宾旅游,2022-06-10,95,0,95
宜宾旅游,2022-06-11,84,0,84
宜宾旅游,2022-06-12,137,63,74
宜宾旅游,2022-06-13,159,68,91
宜宾旅游,2022-06-14,140,61,79
宜宾旅游,2022-06-15,93,0,93
宜宾旅游,2022-06-16,133,64,69
宜宾旅游,2022-06-17,152,61,91
宜宾旅游,2022-06-18,150,61,89
宜宾旅游,2022-06-19,86,0,86
宜宾旅游,2022-06-20,175,70,105
宜宾旅游,2022-06-21,159,66,93
宜宾旅游,2022-06-22,141,61,80
宜宾旅游,2022-06-23,156,64,92
宜宾旅游,2022-06-24,146,66,80
宜宾旅游,2022-06-25,74,0,74
宜宾旅游,2022-06-26,146,59,87
宜宾旅游,2022-06-27,164,64,100
宜宾旅游,2022-06-28,163,59,104
宜宾旅游,2022-06-29,176,61,115
宜宾旅游,2022-06-30,167,63,104
宜宾旅游,2022-07-01,187,59,128
宜宾旅游,2022-07-02,106,0,106
宜宾旅游,2022-07-03,161,61,100
宜宾旅游,2022-07-04,195,83,112
宜宾旅游,2022-07-05,182,72,110
宜宾旅游,2022-07-06,176,72,104
宜宾旅游,2022-07-07,190,72,118
宜宾旅游,2022-07-08,170,68,102
宜宾旅游,2022-07-09,108,0,108
宜宾旅游,2022-07-10,109,0,109
宜宾旅游,2022-07-11,174,72,102
宜宾旅游,2022-07-12,187,66,121
宜宾旅游,2022-07-13,174,66,108
宜宾旅游,2022-07-14,188,63,125
宜宾旅游,2022-07-15,180,68,112
宜宾旅游,2022-07-16,176,59,117
宜宾旅游,2022-07-17,176,61,115
宜宾旅游,2022-07-18,183,66,117
宜宾旅游,2022-07-19,188,70,118
宜宾旅游,2022-07-20,194,66,128
宜宾旅游,2022-07-21,110,0,110
宜宾旅游,2022-07-22,181,66,115
宜宾旅游,2022-07-23,170,61,109
宜宾旅游,2022-07-24,180,63,117
宜宾旅游,2022-07-25,169,61,108
宜宾旅游,2022-07-26,167,70,97
宜宾旅游,2022-07-27,184,66,118
宜宾旅游,2022-07-28,202,70,132
宜宾旅游,2022-07-29,188,80,108
宜宾旅游,2022-07-30,186,61,125
宜宾旅游,2022-07-31,174,66,108
宜宾旅游,2022-08-01,196,68,128
宜宾旅游,2022-08-02,185,68,117
宜宾旅游,2022-08-03,178,63,115
宜宾旅游,2022-08-04,174,68,106
宜宾旅游,2022-08-05,169,63,106
宜宾旅游,2022-08-06,192,64,128
宜宾旅游,2022-08-07,89,0,89
宜宾旅游,2022-08-08,166,64,102
宜宾旅游,2022-08-09,175,66,109
宜宾旅游,2022-08-10,176,66,110
宜宾旅游,2022-08-11,161,61,100
宜宾旅游,2022-08-12,178,68,110
宜宾旅游,2022-08-13,153,66,87
宜宾旅游,2022-08-14,96,0,96
宜宾旅游,2022-08-15,163,68,95
宜宾旅游,2022-08-16,155,68,87
宜宾旅游,2022-08-17,86,0,86
宜宾旅游,2022-08-18,154,59,95
宜宾旅游,2022-08-19,142,63,79
宜宾旅游,2022-08-20,92,0,92
宜宾旅游,2022-08-21,80,0,80
宜宾旅游,2022-08-22,84,0,84
宜宾旅游,2022-08-23,147,64,83
宜宾旅游,2022-08-24,152,61,91
宜宾旅游,2022-08-25,80,0,80
宜宾旅游,2022-08-26,147,61,86
宜宾旅游,2022-08-27,80,0,80
宜宾旅游,2022-08-28,82,0,82
宜宾旅游,2022-08-29,130,63,67
宜宾旅游,2022-08-30,132,59,73
宜宾旅游,2022-08-31,78,0,78
宜宾旅游,2022-09-01,70,0,70
宜宾旅游,2022-09-02,130,61,69
宜宾旅游,2022-09-03,67,0,67
宜宾旅游,2022-09-04,65,0,65
宜宾旅游,2022-09-05,133,59,74
宜宾旅游,2022-09-06,129,59,70
宜宾旅游,2022-09-07,141,63,78
宜宾旅游,2022-09-08,67,0,67
宜宾旅游,2022-09-09,78,0,78
宜宾旅游,2022-09-10,63,0,63
宜宾旅游,2022-09-11,71,0,71
宜宾旅游,2022-09-12,73,0,73
宜宾旅游,2022-09-13,146,64,82
宜宾旅游,2022-09-14,127,64,63
宜宾旅游,2022-09-15,128,61,67
宜宾旅游,2022-09-16,70,0,70
宜宾旅游,2022-09-17,69,0,69
宜宾旅游,2022-09-18,83,0,83
宜宾旅游,2022-09-19,71,0,71
宜宾旅游,2022-09-20,69,0,69
宜宾旅游,2022-09-21,134,64,70
宜宾旅游,2022-09-22,137,59,78
宜宾旅游,2022-09-23,129,59,70
宜宾旅游,2022-09-24,73,0,73
宜宾旅游,2022-09-25,74,0,74
宜宾旅游,2022-09-26,139,63,76
宜宾旅游,2022-09-27,135,64,71
宜宾旅游,2022-09-28,132,59,73
宜宾旅游,2022-09-29,157,70,87
宜宾旅游,2022-09-30,159,66,93
宜宾旅游,2022-10-01,89,0,89
宜宾旅游,2022-10-02,95,0,95
宜宾旅游,2022-10-03,96,0,96
宜宾旅游,2022-10-04,79,0,79
宜宾旅游,2022-10-05,83,0,83
宜宾旅游,2022-10-06,79,0,79
宜宾旅游,2022-10-07,78,0,78
宜宾旅游,2022-10-08,128,59,69
宜宾旅游,2022-10-09,71,0,71
宜宾旅游,2022-10-10,63,0,63
宜宾旅游,2022-10-11,65,0,65
宜宾旅游,2022-10-12,127,61,66
宜宾旅游,2022-10-13,134,64,70
宜宾旅游,2022-10-14,59,59,0
宜宾旅游,2022-10-15,63,0,63
宜宾旅游,2022-10-16,0,0,0
宜宾旅游,2022-10-17,70,0,70
宜宾旅游,2022-10-18,63,0,63
宜宾旅游,2022-10-19,67,0,67
宜宾旅游,2022-10-20,63,0,63
宜宾旅游,2022-10-21,70,0,70
宜宾旅游,2022-10-22,69,0,69
宜宾旅游,2022-10-23,129,59,70
宜宾旅游,2022-10-24,131,61,70
宜宾旅游,2022-10-25,0,0,0
宜宾旅游,2022-10-26,74,0,74
宜宾旅游,2022-10-27,124,59,65
宜宾旅游,2022-10-28,66,0,66
宜宾旅游,2022-10-29,67,0,67
宜宾旅游,2022-10-30,70,0,70
宜宾旅游,2022-10-31,67,0,67
宜宾旅游,2022-11-01,128,63,65
宜宾旅游,2022-11-02,66,0,66
宜宾旅游,2022-11-03,124,61,63
宜宾旅游,2022-11-04,128,61,67
宜宾旅游,2022-11-05,65,0,65
宜宾旅游,2022-11-06,78,0,78
宜宾旅游,2022-11-07,133,64,69
宜宾旅游,2022-11-08,73,0,73
宜宾旅游,2022-11-09,80,0,80
宜宾旅游,2022-11-10,126,63,63
宜宾旅游,2022-11-11,70,0,70
宜宾旅游,2022-11-12,69,0,69
宜宾旅游,2022-11-13,132,59,73
宜宾旅游,2022-11-14,128,59,69
宜宾旅游,2022-11-15,134,61,73
宜宾旅游,2022-11-16,74,0,74
宜宾旅游,2022-11-17,128,61,67
宜宾旅游,2022-11-18,122,59,63
宜宾旅游,2022-11-19,127,61,66
宜宾旅游,2022-11-20,124,61,63
宜宾旅游,2022-11-21,128,61,67
宜宾旅游,2022-11-22,132,61,71
宜宾旅游,2022-11-23,128,61,67
宜宾旅游,2022-11-24,67,0,67
宜宾旅游,2022-11-25,92,0,92
宜宾旅游,2022-11-26,73,0,73
宜宾旅游,2022-11-27,73,0,73
宜宾旅游,2022-11-28,124,59,65
宜宾旅游,2022-11-29,73,0,73
宜宾旅游,2022-11-30,69,0,69
宜宾旅游,2022-12-01,82,0,82
宜宾旅游,2022-12-02,131,61,70
宜宾旅游,2022-12-03,71,0,71
宜宾旅游,2022-12-04,66,0,66
宜宾旅游,2022-12-05,73,0,73
宜宾旅游,2022-12-06,144,64,80
宜宾旅游,2022-12-07,128,59,69
宜宾旅游,2022-12-08,132,61,71
宜宾旅游,2022-12-09,66,0,66
宜宾旅游,2022-12-10,61,0,61
宜宾旅游,2022-12-11,73,0,73
宜宾旅游,2022-12-12,129,59,70
宜宾旅游,2022-12-13,135,61,74
宜宾旅游,2022-12-14,120,59,61
宜宾旅游,2022-12-15,131,61,70
宜宾旅游,2022-12-16,70,0,70
宜宾旅游,2022-12-17,71,0,71
宜宾旅游,2022-12-18,0,0,0
宜宾旅游,2022-12-19,84,0,84
宜宾旅游,2022-12-20,122,59,63
宜宾旅游,2022-12-21,134,61,73
宜宾旅游,2022-12-22,132,63,69
宜宾旅游,2022-12-23,143,61,82
宜宾旅游,2022-12-24,137,59,78
宜宾旅游,2022-12-25,76,0,76
宜宾旅游,2022-12-26,141,63,78
宜宾旅游,2022-12-27,144,64,80
宜宾旅游,2022-12-28,155,68,87
宜宾旅游,2022-12-29,166,66,100
宜宾旅游,2022-12-30,155,64,91
宜宾旅游,2022-12-31,159,64,95
宜宾旅游,2023-01-01,89,0,89
宜宾旅游,2023-01-02,148,59,89
宜宾旅游,2023-01-03,152,61,91
宜宾旅游,2023-01-04,148,66,82
宜宾旅游,2023-01-05,170,74,96
宜宾旅游,2023-01-06,165,66,99
宜宾旅游,2023-01-07,189,68,121
宜宾旅游,2023-01-08,212,63,149
宜宾旅游,2023-01-09,223,68,155
宜宾旅游,2023-01-10,174,64,110
宜宾旅游,2023-01-11,186,61,125
宜宾旅游,2023-01-12,198,70,128
宜宾旅游,2023-01-13,178,66,112
宜宾旅游,2023-01-14,165,59,106
宜宾旅游,2023-01-15,182,61,121
宜宾旅游,2023-01-16,194,72,122
宜宾旅游,2023-01-17,189,66,123
宜宾旅游,2023-01-18,206,68,138
宜宾旅游,2023-01-19,205,70,135
宜宾旅游,2023-01-20,179,66,113
宜宾旅游,2023-01-21,192,61,131
宜宾旅游,2023-01-22,264,74,190
宜宾旅游,2023-01-23,186,0,186
宜宾旅游,2023-01-24,261,63,198
宜宾旅游,2023-01-25,165,0,165
宜宾旅游,2023-01-26,157,0,157
宜宾旅游,2023-01-27,190,59,131
宜宾旅游,2023-01-28,207,72,135
宜宾旅游,2023-01-29,176,64,112
宜宾旅游,2023-01-30,178,66,112
宜宾旅游,2023-01-31,178,74,104
宜宾旅游,2023-02-01,185,68,117
宜宾旅游,2023-02-02,156,63,93
宜宾旅游,2023-02-03,165,63,102
宜宾旅游,2023-02-04,83,0,83
宜宾旅游,2023-02-05,73,0,73
宜宾旅游,2023-02-06,143,64,79
宜宾旅游,2023-02-07,160,64,96
宜宾旅游,2023-02-08,147,64,83
宜宾旅游,2023-02-09,149,63,86
宜宾旅游,2023-02-10,143,61,82
宜宾旅游,2023-02-11,80,0,80
宜宾旅游,2023-02-12,152,63,89
宜宾旅游,2023-02-13,165,61,104
宜宾旅游,2023-02-14,142,63,79
宜宾旅游,2023-02-15,149,63,86
宜宾旅游,2023-02-16,73,0,73
宜宾旅游,2023-02-17,149,63,86
宜宾旅游,2023-02-18,89,0,89
宜宾旅游,2023-02-19,139,61,78
宜宾旅游,2023-02-20,157,68,89
宜宾旅游,2023-02-21,143,61,82
宜宾旅游,2023-02-22,137,68,69
宜宾旅游,2023-02-23,159,70,89
宜宾旅游,2023-02-24,154,61,93
宜宾旅游,2023-02-25,79,0,79
宜宾旅游,2023-02-26,83,0,83
宜宾旅游,2023-02-27,148,66,82
宜宾旅游,2023-02-28,146,63,83
宜宾旅游,2023-03-01,161,66,95
宜宾旅游,2023-03-02,148,59,89
宜宾旅游,2023-03-03,84,0,84
宜宾旅游,2023-03-04,154,63,91
宜宾旅游,2023-03-05,145,61,84
宜宾旅游,2023-03-06,170,66,104
宜宾旅游,2023-03-07,155,72,83
宜宾旅游,2023-03-08,142,63,79
宜宾旅游,2023-03-09,147,63,84
宜宾旅游,2023-03-10,148,66,82
宜宾旅游,2023-03-11,143,59,84
宜宾旅游,2023-03-12,87,0,87
宜宾旅游,2023-03-13,147,63,84
宜宾旅游,2023-03-14,144,64,80
宜宾旅游,2023-03-15,130,63,67
宜宾旅游,2023-03-16,169,72,97
宜宾旅游,2023-03-17,147,63,84
宜宾旅游,2023-03-18,97,0,97
宜宾旅游,2023-03-19,147,63,84
宜宾旅游,2023-03-20,156,64,92
宜宾旅游,2023-03-21,141,61,80
宜宾旅游,2023-03-22,165,61,104
宜宾旅游,2023-03-23,145,66,79
宜宾旅游,2023-03-24,163,64,99
宜宾旅游,2023-03-25,82,0,82
宜宾旅游,2023-03-26,133,63,70
宜宾旅游,2023-03-27,158,72,86
宜宾旅游,2023-03-28,139,63,76
宜宾旅游,2023-03-29,157,64,93
宜宾旅游,2023-03-30,156,70,86
宜宾旅游,2023-03-31,150,59,91
宜宾旅游,2023-04-01,89,0,89
宜宾旅游,2023-04-02,154,61,93
宜宾旅游,2023-04-03,161,72,89
宜宾旅游,2023-04-04,181,82,99
宜宾旅游,2023-04-05,186,64,122
宜宾旅游,2023-04-06,169,89,80
宜宾旅游,2023-04-07,159,66,93
宜宾旅游,2023-04-08,144,61,83
宜宾旅游,2023-04-09,100,0,100
宜宾旅游,2023-04-10,170,70,100
宜宾旅游,2023-04-11,172,76,96
宜宾旅游,2023-04-12,185,80,105
宜宾旅游,2023-04-13,168,64,104
宜宾旅游,2023-04-14,164,68,96
宜宾旅游,2023-04-15,170,68,102
宜宾旅游,2023-04-16,162,63,99
宜宾旅游,2023-04-17,177,82,95
宜宾旅游,2023-04-18,176,72,104
宜宾旅游,2023-04-19,202,68,134
宜宾旅游,2023-04-20,181,72,109
宜宾旅游,2023-04-21,193,80,113
宜宾旅游,2023-04-22,170,61,109
宜宾旅游,2023-04-23,230,102,128
宜宾旅游,2023-04-24,203,78,125
宜宾旅游,2023-04-25,235,97,138
宜宾旅游,2023-04-26,208,76,132
宜宾旅游,2023-04-27,248,93,155
宜宾旅游,2023-04-28,244,82,162
宜宾旅游,2023-04-29,263,66,197
宜宾旅游,2023-04-30,233,63,170
宜宾旅游,2023-05-01,215,61,154
宜宾旅游,2023-05-02,126,0,126
宜宾旅游,2023-05-03,160,61,99
宜宾旅游,2023-05-04,143,63,80
宜宾旅游,2023-05-05,154,61,93
宜宾旅游,2023-05-06,190,64,126
宜宾旅游,2023-05-07,148,59,89
宜宾旅游,2023-05-08,150,64,86
宜宾旅游,2023-05-09,155,66,89
宜宾旅游,2023-05-10,141,59,82
宜宾旅游,2023-05-11,142,64,78
宜宾旅游,2023-05-12,133,59,74
宜宾旅游,2023-05-13,163,64,99
宜宾旅游,2023-05-14,139,59,80
宜宾旅游,2023-05-15,148,68,80
宜宾旅游,2023-05-16,158,66,92
宜宾旅游,2023-05-17,156,59,97
宜宾旅游,2023-05-18,162,63,99
宜宾旅游,2023-05-19,155,66,89
宜宾旅游,2023-05-20,141,61,80
宜宾旅游,2023-05-21,84,0,84
宜宾旅游,2023-05-22,151,59,92
宜宾旅游,2023-05-23,87,0,87
宜宾旅游,2023-05-24,153,64,89
宜宾旅游,2023-05-25,159,70,89
宜宾旅游,2023-05-26,152,66,86
宜宾旅游,2023-05-27,84,0,84
宜宾旅游,2023-05-28,160,61,99
宜宾旅游,2023-05-29,147,63,84
宜宾旅游,2023-05-30,146,64,82
宜宾旅游,2023-05-31,137,66,71
宜宾旅游,2023-06-01,133,64,69
宜宾旅游,2023-06-02,150,64,86
宜宾旅游,2023-06-03,79,0,79
宜宾旅游,2023-06-04,161,61,100
宜宾旅游,2023-06-05,146,66,80
宜宾旅游,2023-06-06,159,64,95
宜宾旅游,2023-06-07,159,63,96
宜宾旅游,2023-06-08,146,59,87
宜宾旅游,2023-06-09,169,72,97
宜宾旅游,2023-06-10,89,0,89
宜宾旅游,2023-06-11,83,0,83
宜宾旅游,2023-06-12,147,64,83
宜宾旅游,2023-06-13,147,61,86
宜宾旅游,2023-06-14,155,66,89
宜宾旅游,2023-06-15,159,64,95
宜宾旅游,2023-06-16,91,0,91
宜宾旅游,2023-06-17,164,59,105
宜宾旅游,2023-06-18,128,59,69
宜宾旅游,2023-06-19,182,64,118
宜宾旅游,2023-06-20,168,72,96
宜宾旅游,2023-06-21,201,76,125
宜宾旅游,2023-06-22,112,0,112
宜宾旅游,2023-06-23,179,64,115
宜宾旅游,2023-06-24,145,66,79
宜宾旅游,2023-06-25,161,66,95
宜宾旅游,2023-06-26,134,63,71
宜宾旅游,2023-06-27,163,70,93
宜宾旅游,2023-06-28,165,70,95
宜宾旅游,2023-06-29,165,72,93
宜宾旅游,2023-06-30,181,76,105
宜宾旅游,2023-07-01,86,0,86
宜宾旅游,2023-07-02,161,61,100
宜宾旅游,2023-07-03,152,68,84
宜宾旅游,2023-07-04,179,70,109
宜宾旅游,2023-07-05,170,61,109
宜宾旅游,2023-07-06,149,66,83
宜宾旅游,2023-07-07,157,66,91
宜宾旅游,2023-07-08,148,59,89
宜宾旅游,2023-07-09,148,59,89
宜宾旅游,2023-07-10,165,66,99
宜宾旅游,2023-07-11,177,78,99
宜宾旅游,2023-07-12,174,74,100
宜宾旅游,2023-07-13,155,59,96
宜宾旅游,2023-07-14,173,68,105
宜宾旅游,2023-07-15,180,61,119
宜宾旅游,2023-07-16,163,63,100
宜宾旅游,2023-07-17,176,76,100
宜宾旅游,2023-07-18,167,68,99
宜宾旅游,2023-07-19,178,66,112
宜宾旅游,2023-07-20,173,64,109
宜宾旅游,2023-07-21,188,70,118
宜宾旅游,2023-07-22,106,0,106
宜宾旅游,2023-07-23,165,61,104
宜宾旅游,2023-07-24,190,78,112
宜宾旅游,2023-07-25,181,63,118
宜宾旅游,2023-07-26,188,83,105
宜宾旅游,2023-07-27,192,80,112
宜宾旅游,2023-07-28,172,66,106
宜宾旅游,2023-07-29,165,59,106
宜宾旅游,2023-07-30,108,0,108
宜宾旅游,2023-07-31,166,66,100
宜宾旅游,2023-08-01,184,72,112
宜宾旅游,2023-08-02,191,70,121
宜宾旅游,2023-08-03,174,74,100
宜宾旅游,2023-08-04,165,68,97
宜宾旅游,2023-08-05,162,63,99
宜宾旅游,2023-08-06,163,61,102
宜宾旅游,2023-08-07,176,72,104
宜宾旅游,2023-08-08,193,72,121
宜宾旅游,2023-08-09,178,72,106
宜宾旅游,2023-08-10,174,72,102
宜宾旅游,2023-08-11,172,63,109
宜宾旅游,2023-08-12,167,59,108
宜宾旅游,2023-08-13,169,63,106
宜宾旅游,2023-08-14,169,70,99
宜宾旅游,2023-08-15,178,66,112
宜宾旅游,2023-08-16,178,72,106
宜宾旅游,2023-08-17,161,66,95
宜宾旅游,2023-08-18,154,72,82
宜宾旅游,2023-08-19,113,0,113
宜宾旅游,2023-08-20,176,61,115
宜宾旅游,2023-08-21,178,70,108
宜宾旅游,2023-08-22,163,68,95
宜宾旅游,2023-08-23,165,66,99
宜宾旅游,2023-08-24,168,66,102
宜宾旅游,2023-08-25,148,66,82
宜宾旅游,2023-08-26,150,59,91
宜宾旅游,2023-08-27,143,61,82
宜宾旅游,2023-08-28,147,63,84
宜宾旅游,2023-08-29,142,66,76
宜宾旅游,2023-08-30,150,70,80
宜宾旅游,2023-08-31,139,61,78
宜宾旅游,2023-09-01,140,64,76
宜宾旅游,2023-09-02,147,61,86
宜宾旅游,2023-09-03,80,0,80
宜宾旅游,2023-09-04,144,74,70
宜宾旅游,2023-09-05,147,68,79
宜宾旅游,2023-09-06,137,66,71
宜宾旅游,2023-09-07,160,74,86
宜宾旅游,2023-09-08,79,0,79
宜宾旅游,2023-09-09,161,68,93
宜宾旅游,2023-09-10,141,59,82
宜宾旅游,2023-09-11,154,70,84
宜宾旅游,2023-09-12,169,76,93
宜宾旅游,2023-09-13,168,66,102
宜宾旅游,2023-09-14,174,70,104
宜宾旅游,2023-09-15,150,63,87
宜宾旅游,2023-09-16,153,64,89
宜宾旅游,2023-09-17,175,63,112
宜宾旅游,2023-09-18,193,80,113
宜宾旅游,2023-09-19,184,80,104
宜宾旅游,2023-09-20,179,80,99
宜宾旅游,2023-09-21,187,82,105
宜宾旅游,2023-09-22,211,101,110
宜宾旅游,2023-09-23,165,66,99
宜宾旅游,2023-09-24,112,0,112
宜宾旅游,2023-09-25,216,95,121
宜宾旅游,2023-09-26,225,93,132
宜宾旅游,2023-09-27,228,80,148
宜宾旅游,2023-09-28,218,80,138
宜宾旅游,2023-09-29,350,80,270
宜宾旅游,2023-09-30,298,74,224
宜宾旅游,2023-10-01,311,63,248
宜宾旅游,2023-10-02,199,0,199
宜宾旅游,2023-10-03,245,64,181
宜宾旅游,2023-10-04,196,61,135
宜宾旅游,2023-10-05,181,64,117
宜宾旅游,2023-10-06,142,63,79
宜宾旅游,2023-10-07,154,74,80
宜宾旅游,2023-10-08,159,64,95
宜宾旅游,2023-10-09,145,63,82
宜宾旅游,2023-10-10,141,68,73
宜宾旅游,2023-10-11,87,0,87
宜宾旅游,2023-10-12,147,64,83
宜宾旅游,2023-10-13,139,61,78
宜宾旅游,2023-10-14,96,0,96
宜宾旅游,2023-10-15,106,0,106
宜宾旅游,2023-10-16,137,63,74
宜宾旅游,2023-10-17,134,63,71
宜宾旅游,2023-10-18,139,59,80
宜宾旅游,2023-10-19,135,61,74
宜宾旅游,2023-10-20,140,64,76
宜宾旅游,2023-10-21,132,59,73
宜宾旅游,2023-10-22,76,0,76
宜宾旅游,2023-10-23,133,66,67
宜宾旅游,2023-10-24,73,0,73
宜宾旅游,2023-10-25,141,61,80
宜宾旅游,2023-10-26,138,68,70
宜宾旅游,2023-10-27,134,61,73
宜宾旅游,2023-10-28,76,0,76
宜宾旅游,2023-10-29,127,61,66
宜宾旅游,2023-10-30,143,64,79
宜宾旅游,2023-10-31,146,64,82
宜宾旅游,2023-11-01,78,0,78
宜宾旅游,2023-11-02,138,64,74
宜宾旅游,2023-11-03,141,59,82
宜宾旅游,2023-11-04,140,61,79
宜宾旅游,2023-11-05,140,61,79
宜宾旅游,2023-11-06,147,64,83
宜宾旅游,2023-11-07,145,61,84
宜宾旅游,2023-11-08,147,68,79
宜宾旅游,2023-11-09,134,64,70
宜宾旅游,2023-11-10,143,63,80
宜宾旅游,2023-11-11,83,0,83
宜宾旅游,2023-11-12,74,0,74
宜宾旅游,2023-11-13,134,63,71
宜宾旅游,2023-11-14,137,64,73
宜宾旅游,2023-11-15,69,0,69
宜宾旅游,2023-11-16,141,68,73
宜宾旅游,2023-11-17,78,0,78
宜宾旅游,2023-11-18,141,61,80
宜宾旅游,2023-11-19,70,0,70
宜宾旅游,2023-11-20,167,70,97
宜宾旅游,2023-11-21,143,61,82
宜宾旅游,2023-11-22,137,61,76
宜宾旅游,2023-11-23,129,59,70
宜宾旅游,2023-11-24,134,64,70
宜宾旅游,2023-11-25,87,0,87
宜宾旅游,2023-11-26,160,61,99
宜宾旅游,2023-11-27,136,63,73
宜宾旅游,2023-11-28,131,66,65
宜宾旅游,2023-11-29,79,0,79
宜宾旅游,2023-11-30,134,63,71
宜宾旅游,2023-12-01,146,64,82
宜宾旅游,2023-12-02,133,59,74
宜宾旅游,2023-12-03,145,63,82
宜宾旅游,2023-12-04,145,66,79
宜宾旅游,2023-12-05,128,61,67
